出現紀錄識別碼,階層,學名,中文名,緯度,經度,採樣日期,資料主題,資料來源,引用資訊
ODB:bio:occ:137998,species,Saurida macrolepis,,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137997,species,Rogadius patriciae,帕氏倒棘牛尾魚,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137996,species,Psenopsis anomala,刺鯧,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137995,species,Parapercis lutevittata,沙鱸,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137994,species,Ostorhinchus pleuron,側帶鸚天竺鯛,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137993,species,Okamejei boesemani,鮑氏甕鰩,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137992,species,Laeops kitaharae,北原氏左鮃,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137991,species,Hemitrygon bennettii,黃魟,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137990,species,Hapalogenys analis,臀斑髭鯛,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137989,species,Gymnothorax minor,小裸胸鯙,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137988,species,Gonorynchus abbreviatus,鼠鱚,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137987,species,Evynnis cardinalis,紅鋤齒鯛,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137986,species,Equulites popei,,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137985,species,Equulites oblongus,,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137983,species,Decapterus maruadsi,藍圓鰺,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137982,species,Chiloscyllium plagiosum,條紋狗鯊,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137981,species,Chelidonichthys spinosus,棘黑角魚,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137980,species,Roa modesta,,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137979,species,Carangoides coeruleopinnatus,青羽若鰺,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137978,species,Arius maculatus,斑海鯰,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137977,species,Apogonichthyoides nigripinnis,黑鰭似天竺鯛,24.97685,120.638216666667,2021-09-06,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137976,species,Upeneus japonicus,日本緋鯉,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137975,species,Terapon theraps,條紋鯻,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137974,species,Telatrygon zugei,尖嘴魟,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137973,species,Sillago japonica,日本沙鮻,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137972,species,Leiognathus ruconius,,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137971,species,Sebastapistes strongia,眉鬚鱗頭鮋,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137970,species,Rogadius patriciae,帕氏倒棘牛尾魚,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137969,species,Rhinobatos hynnicephalus,斑紋琵琶鱝,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137968,species,Pseudaesopia japonica,日本擬鰨,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137967,species,Psenopsis anomala,刺鯧,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137966,species,Polydactylus sextarius,六指多指馬鮁,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137965,species,Photopectoralis aureus,金黃光胸鰏,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137964,species,Pennahia pawak,斑鰭白姑魚,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137963,species,Pennahia macrocephalus,大頭白姑魚,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137962,species,Okamejei boesemani,鮑氏甕鰩,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137961,species,Neotrygon orientalis,,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137960,species,Mustelus griseus,灰貂鯊,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137959,species,Muraenesox cinereus,灰海鰻,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137958,species,Microcanthus strigatus,柴魚,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137957,species,Johnius trewavasae,屈氏叫姑魚,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137956,species,Jaydia lineata,,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137955,species,Hapalogenys analis,臀斑髭鯛,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137954,species,Evynnis cardinalis,紅鋤齒鯛,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137953,species,Epinephelus awoara,青石斑魚,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137952,species,Ephippus orbis,圓白鯧,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137951,species,Diodon holocanthus,六斑二齒魨,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137950,species,Diagramma pictum,密點少棘胡椒鯛,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137949,species,Cynoglossus bilineatus,雙線舌鰨,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137948,species,Chiloscyllium plagiosum,條紋狗鯊,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137947,species,Roa modesta,,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137946,species,Antennarius striatus,條紋躄魚,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137945,species,Acropoma japonicum,日本發光鯛,25.12145,121.005116666667,2021-05-10,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137944,species,Trichiurus japonicus,日本帶魚,24.4885,119.981433333333,2021-09-04,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
ODB:bio:occ:137943,species,Trachurus japonicus,日本竹筴魚,24.4885,119.981433333333,2021-09-04,Demersal Fish,OCA project,陳韋仁、黃千芬、魏志潾、單偉彌、柯佳吟（2021）。110年度臺灣海域重要生態系及海洋保護區調查與生態服務價值評估。海洋委員會海洋保育署。 Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5.
